5.389430373907089233e-02	3.113610856235027313e-02	1.204379741102457047e-02
-1.523414254188537598e-02	-2.553069777786731720e-02	-3.768726065754890442e-02
-2.833788096904754639e-02	-8.139167726039886475e-02	4.562138766050338745e-02
-9.432632476091384888e-03	-6.366369873285293579e-02	4.380830377340316772e-02
7.465813308954238892e-03	-2.506866678595542908e-02	-1.692516729235649109e-02
-1.671217568218708038e-02	-5.648498609662055969e-02	2.562031522393226624e-02
3.674617037177085876e-02	-7.422804832458496094e-02	-1.978986151516437531e-02
1.611884869635105133e-02	-5.347533896565437317e-02	-2.590990439057350159e-02
5.012796074151992798e-02	-2.303819917142391205e-02	3.286826238036155701e-02
6.210453063249588013e-02	-1.787842251360416412e-02	2.891263365745544434e-02
-5.102260038256645203e-03	-3.860669955611228943e-02	-3.474929183721542358e-02
4.689648002386093140e-02	2.617955766618251801e-02	2.320965193212032318e-02
3.782902657985687256e-02	1.539276447147130966e-03	1.830532774329185486e-02
-1.620912738144397736e-02	-3.664199728518724442e-03	1.528713293373584747e-02
-2.515175566077232361e-02	-2.097003348171710968e-02	-3.291338309645652771e-02
-2.735100453719496727e-03	-3.105543367564678192e-02	2.166928909718990326e-02
1.408461667597293854e-02	-4.565898329019546509e-02	-2.537044323980808258e-02
3.462498774752020836e-03	-1.598530448973178864e-02	-1.455324050039052963e-02
3.886871039867401123e-02	-1.769377291202545166e-02	-9.423056617379188538e-03
-5.777528136968612671e-02	-9.885911829769611359e-03	-7.186590693891048431e-03
1.997619634494185448e-03	-6.315922364592552185e-04	-1.849208213388919830e-02
5.138218402862548828e-02	-1.048406120389699936e-03	1.752174459397792816e-02
7.958985120058059692e-02	-5.671977996826171875e-04	1.684495434165000916e-02
4.947364330291748047e-02	3.064651973545551300e-03	1.245085336267948151e-02
-7.577667944133281708e-03	-6.536188721656799316e-02	4.290888831019401550e-02
2.732239849865436554e-02	-6.397185474634170532e-02	-2.569390460848808289e-02
-1.344167068600654602e-02	-1.527919154614210129e-02	-1.937794126570224762e-02
-2.975678443908691406e-02	-3.832328319549560547e-02	-3.808035049587488174e-03
4.074463248252868652e-02	1.672114245593547821e-02	5.005281418561935425e-04
-1.595388352870941162e-02	-2.705230191349983215e-02	-9.277575649321079254e-03
3.613686934113502502e-02	-2.548255957663059235e-02	-3.621125966310501099e-02
8.283725939691066742e-03	-1.924324966967105865e-02	-9.942163713276386261e-03
-1.642363145947456360e-02	-6.013656500726938248e-03	4.348881915211677551e-02
-1.837128587067127228e-02	-2.510399557650089264e-02	-1.019278727471828461e-02
2.689020708203315735e-02	-3.476393222808837891e-02	-2.904205583035945892e-02
3.325976803898811340e-02	-1.013582795858383179e-01	-1.670504920184612274e-02
5.028941854834556580e-02	-1.460092049092054367e-02	1.953735202550888062e-02
5.997574701905250549e-02	-1.100903283804655075e-02	5.018751695752143860e-02
6.791452318429946899e-02	-1.905628293752670288e-02	1.881290413439273834e-02
5.846958234906196594e-02	4.146301001310348511e-02	-7.219018880277872086e-03
-5.299807339906692505e-02	-2.059296704828739166e-02	-1.304328627884387970e-02
