-1.816538572311401367e-01	3.624372780323028564e-01	-1.539425402879714966e-01	-2.292757332324981689e-01	-3.270487114787101746e-02	2.060095816850662231e-01	-2.437007725238800049e-01	-3.718721494078636169e-02	-1.688363254070281982e-01
3.054498136043548584e-01	1.064420044422149658e-01	-3.814236447215080261e-02	-2.087205648422241211e-01	-8.321870863437652588e-02	-2.953177392482757568e-01	1.864411085844039917e-01	3.554778173565864563e-02	-1.777414083480834961e-01
3.821291625499725342e-01	1.621042490005493164e-01	2.903952598571777344e-01	2.252703905105590820e-02	-1.796841993927955627e-02	1.941389590501785278e-01	-1.216072216629981995e-01	-3.209782019257545471e-02	2.068191915750503540e-01
3.697853684425354004e-01	1.535741090774536133e-01	3.006117045879364014e-01	1.905964314937591553e-02	-2.442034892737865448e-04	1.885326057672500610e-01	-1.386213749647140503e-01	-1.950009725987911224e-02	2.049949914216995239e-01
2.344754338264465332e-01	8.220958709716796875e-02	-3.768459334969520569e-02	-1.450383663177490234e-01	-7.967786490917205811e-02	-2.042290121316909790e-01	1.365569233894348145e-01	4.111981391906738281e-02	-1.535433083772659302e-01
2.656823396682739258e-01	1.205580830574035645e-01	1.934923827648162842e-01	2.164504490792751312e-02	-2.538654208183288574e-02	1.278346478939056396e-01	-7.513321191072463989e-02	-1.639172434806823730e-02	1.294486820697784424e-01
1.968412995338439941e-01	6.945443898439407349e-02	-2.469446137547492981e-02	-1.132638603448867798e-01	-3.793433308601379395e-02	-1.591011583805084229e-01	1.006762310862541199e-01	1.855131238698959351e-02	-1.130313500761985779e-01
2.469618618488311768e-01	7.911805808544158936e-02	-3.651504218578338623e-02	-1.566597074270248413e-01	-5.961666628718376160e-02	-2.152388095855712891e-01	1.329551339149475098e-01	3.850658610463142395e-02	-1.507449448108673096e-01
-1.051379740238189697e-01	1.469565480947494507e-01	5.791269987821578979e-02	-3.975604474544525146e-02	-1.355176419019699097e-02	1.959823220968246460e-01	-6.831059604883193970e-02	-1.699310839176177979e-01	-1.046635881066322327e-01
-1.430990099906921387e-01	2.437792569398880005e-01	-1.023107245564460754e-01	-2.032735049724578857e-01	-2.130939438939094543e-02	2.300776541233062744e-01	-2.110584080219268799e-01	-2.804826945066452026e-02	-2.106259912252426147e-01
2.990233302116394043e-01	1.195462644100189209e-01	-3.822502493858337402e-02	-2.090023756027221680e-01	-7.009027898311614990e-02	-2.851101756095886230e-01	1.754305958747863770e-01	3.145116195082664490e-02	-1.821454465389251709e-01
-1.535962373018264771e-01	3.173761963844299316e-01	-1.350869536399841309e-01	-2.203138470649719238e-01	-2.974955737590789795e-02	2.237719744443893433e-01	-2.352316379547119141e-01	-3.499704599380493164e-02	-2.121788561344146729e-01
-1.106161475181579590e-01	1.906033456325531006e-01	-8.601894974708557129e-02	-1.704527139663696289e-01	-2.162121981382369995e-02	2.163314819335937500e-01	-2.093714624643325806e-01	-3.954374790191650391e-02	-2.214791029691696167e-01
1.391276121139526367e-01	-1.696631759405136108e-01	4.811211228370666504e-01	-1.300366073846817017e-01	-2.060289122164249420e-02	7.113582640886306763e-02	-3.067860007286071777e-01	1.411447077989578247e-01	1.486054807901382446e-01
2.808456718921661377e-01	8.337855339050292969e-02	-4.739085212349891663e-02	-1.851370334625244141e-01	-8.475759625434875488e-02	-2.543811202049255371e-01	1.495540440082550049e-01	3.447264060378074646e-02	-1.628750711679458618e-01
3.046368956565856934e-01	1.220152154564857483e-01	2.532362639904022217e-01	9.614495560526847839e-03	-9.944549761712551117e-03	1.595752537250518799e-01	-1.106698140501976013e-01	-7.963506504893302917e-03	1.674194782972335815e-01
2.513474524021148682e-01	8.827759325504302979e-02	-3.488413989543914795e-02	-1.689327061176300049e-01	-6.638815999031066895e-02	-2.399164587259292603e-01	1.472674757242202759e-01	4.092535004019737244e-02	-1.656452566385269165e-01
2.539410889148712158e-01	8.140214532613754272e-02	-3.814366459846496582e-02	-1.777542084455490112e-01	-6.973339617252349854e-02	-2.364841550588607788e-01	1.436492353677749634e-01	3.880219161510467529e-02	-1.657935231924057007e-01
-4.473568871617317200e-02	2.456965856254100800e-02	1.762425154447555542e-02	-2.224384695291519165e-01	-8.058553934097290039e-02	1.096960380673408508e-01	-9.190689772367477417e-02	-6.609447300434112549e-02	-2.507432103157043457e-01
-5.825182422995567322e-02	-1.160965412855148315e-01	4.912076294422149658e-01	-2.708024680614471436e-01	-3.529596030712127686e-01	-1.874046586453914642e-02	2.994778156280517578e-01	4.594331085681915283e-01	-2.515841275453567505e-02
2.515989542007446289e-01	7.976482063531875610e-02	-4.000490903854370117e-02	-1.676911562681198120e-01	-8.324876427650451660e-02	-2.471334636211395264e-01	1.573483794927597046e-01	4.103208705782890320e-02	-1.738560795783996582e-01
-1.388705670833587646e-01	2.715979814529418945e-01	-1.134651526808738708e-01	-2.179418802261352539e-01	-3.195670247077941895e-02	2.433109432458877563e-01	-2.313944995403289795e-01	-4.932833462953567505e-02	-2.479546070098876953e-01
-1.616291403770446777e-01	2.926674187183380127e-01	-1.304070651531219482e-01	-2.327864915132522583e-01	-3.219187632203102112e-02	2.442605495452880859e-01	-2.509212493896484375e-01	-5.054673925042152405e-02	-2.347159683704376221e-01
-1.596887260675430298e-01	3.098458945751190186e-01	-1.395488381385803223e-01	-2.323995828628540039e-01	-2.219799160957336426e-02	2.415918111801147461e-01	-2.327001988887786865e-01	-5.173072218894958496e-02	-2.439319342374801636e-01
3.578530251979827881e-01	1.408988535404205322e-01	2.803158760070800781e-01	1.255486160516738892e-02	5.804826505482196808e-03	1.786660104990005493e-01	-1.309130936861038208e-01	-2.289972454309463501e-02	1.965194642543792725e-01
2.390223890542984009e-01	8.174844831228256226e-02	-2.751167491078376770e-02	-1.554091423749923706e-01	-5.542808026075363159e-02	-2.135059982538223267e-01	1.319266408681869507e-01	3.475502505898475647e-02	-1.508818268775939941e-01
2.608497738838195801e-01	9.131929278373718262e-02	-3.865058720111846924e-02	-1.809674650430679321e-01	-7.151989638805389404e-02	-2.430587857961654663e-01	1.426325440406799316e-01	3.494508191943168640e-02	-1.527699083089828491e-01
1.294555962085723877e-01	-1.303589046001434326e-01	3.820798695087432861e-01	-9.929061681032180786e-02	-2.691022306680679321e-02	4.288266226649284363e-02	-2.174020856618881226e-01	1.022355556488037109e-01	1.109497696161270142e-01
-1.559296846389770508e-01	3.132865726947784424e-01	-1.437144875526428223e-01	-2.177152335643768311e-01	-3.539479151368141174e-02	1.708154380321502686e-01	-1.966721117496490479e-01	-3.262245655059814453e-02	-1.551093161106109619e-01
8.834736049175262451e-02	1.991046778857707977e-02	1.715216040611267090e-02	-4.566816240549087524e-02	-6.792777776718139648e-02	-4.200245067477226257e-02	4.845699667930603027e-02	4.586363211274147034e-02	-4.722821712493896484e-02
1.770403832197189331e-01	-2.161800116300582886e-01	-9.793052822351455688e-02	-1.256905794143676758e-01	8.772064931690692902e-03	2.196561172604560852e-02	-1.902760118246078491e-01	7.993215322494506836e-02	-2.379373311996459961e-01
1.748927384614944458e-01	-1.604451537132263184e-01	-8.605214953422546387e-02	-7.741454243659973145e-02	1.126882620155811310e-03	3.141259774565696716e-02	-1.456540673971176147e-01	7.096616923809051514e-02	-1.803193688392639160e-01
1.025276929140090942e-01	-8.760058879852294922e-02	3.098346889019012451e-01	-8.288583904504776001e-02	-3.068409860134124756e-03	6.972935795783996582e-02	-1.918360143899917603e-01	8.358752727508544922e-02	1.065835654735565186e-01
-6.821681745350360870e-03	-4.673526063561439514e-02	2.549614012241363525e-01	-1.475223451852798462e-01	-1.979872137308120728e-01	4.293965175747871399e-03	1.629707366228103638e-01	2.286894172430038452e-01	-1.803020015358924866e-02
2.291236221790313721e-01	-2.459284663200378418e-01	-1.052996218204498291e-01	-1.323050856590270996e-01	1.273585204035043716e-02	3.609604761004447937e-02	-1.910570114850997925e-01	9.968356788158416748e-02	-2.453974336385726929e-01
-4.070239141583442688e-02	-6.904235482215881348e-02	3.538877367973327637e-01	-2.015126943588256836e-01	-2.620889246463775635e-01	1.965898554772138596e-04	2.315544337034225464e-01	3.517830967903137207e-01	-2.972704917192459106e-02
-1.511010676622390747e-01	2.577298581600189209e-01	-1.038952916860580444e-01	-2.112416177988052368e-01	-2.877246215939521790e-02	2.333594709634780884e-01	-2.176092267036437988e-01	-3.500751405954360962e-02	-2.086073905229568481e-01
-1.071822568774223328e-01	1.638586968183517456e-01	6.159230694174766541e-02	-3.592441231012344360e-02	-2.134675718843936920e-02	2.001955956220626831e-01	-8.428430557250976562e-02	-1.865927278995513916e-01	-1.154574528336524963e-01
-1.421218216419219971e-01	2.614302933216094971e-01	-1.221793293952941895e-01	-2.301220148801803589e-01	-2.426086738705635071e-02	2.454944252967834473e-01	-2.274396866559982300e-01	-4.442963004112243652e-02	-2.282198369503021240e-01
