1.650273203849792480e-01	3.370968401432037354e-01	-5.074438452720642090e-01	-3.470963239669799805e-01	-1.685616746544837952e-02	-1.633613556623458862e-01	-1.224142983555793762e-01	-7.583974003791809082e-01	-2.822409272193908691e-01	5.311149731278419495e-02
-1.244863942265510559e-01	6.910709291696548462e-02	1.170350089669227600e-01	9.997578337788581848e-03	-1.158743575215339661e-01	-8.446109713986515999e-04	5.186542123556137085e-02	-8.220484107732772827e-02	-2.050642622634768486e-03	-3.552551567554473877e-02
9.988552331924438477e-02	1.314180642366409302e-01	6.951712816953659058e-02	3.255650401115417480e-02	-1.864340901374816895e-01	-1.619074493646621704e-02	-1.537405401468276978e-01	-2.330893650650978088e-02	7.602825015783309937e-02	1.801156103610992432e-01
2.366503141820430756e-02	-1.808211803436279297e-01	-1.833534985780715942e-01	1.841882467269897461e-01	-1.882019191980361938e-01	-1.637179404497146606e-01	-9.590006433427333832e-03	-1.726923137903213501e-01	2.645035088062286377e-01	-4.246117472648620605e-01
2.447523623704910278e-01	-1.832597255706787109e-01	-2.201169133186340332e-01	2.494624853134155273e-01	-3.150281608104705811e-01	-3.230773806571960449e-01	-1.870588958263397217e-01	-1.808471828699111938e-01	8.716564625501632690e-03	1.550467610359191895e-01
1.144416555762290955e-01	1.469613313674926758e-01	7.581003010272979736e-02	3.478036820888519287e-02	-2.043373137712478638e-01	-1.646908745169639587e-02	-1.755955517292022705e-01	-3.020875342190265656e-02	7.756830006837844849e-02	1.968939453363418579e-01
1.769744902849197388e-01	-1.179411932826042175e-01	-1.727437674999237061e-01	1.927361041307449341e-01	-2.049497961997985840e-01	-2.207191884517669678e-01	-1.382202953100204468e-01	-1.231215596199035645e-01	2.274443767964839935e-02	1.452650725841522217e-01
1.759261935949325562e-01	-9.018056839704513550e-02	-1.355078667402267456e-01	1.516741365194320679e-01	-1.889399141073226929e-01	-1.972939223051071167e-01	-1.165207028388977051e-01	-9.786165505647659302e-02	-6.717420183122158051e-03	1.007095798850059509e-01
1.456324011087417603e-02	-3.126698546111583710e-03	-3.455298021435737610e-02	1.783369183540344238e-01	5.392584204673767090e-02	-6.062465533614158630e-02	5.922613199800252914e-03	1.537789776921272278e-02	1.828680634498596191e-01	-2.312657982110977173e-02
2.189230024814605713e-01	-1.293986439704895020e-01	-1.891798079013824463e-01	1.923567652702331543e-01	-2.159933447837829590e-01	-2.570413947105407715e-01	-1.710902154445648193e-01	-1.742911040782928467e-01	2.194093540310859680e-02	1.368893235921859741e-01
2.225969359278678894e-02	-2.613446414470672607e-01	-2.535972297191619873e-01	2.559764087200164795e-01	-2.451526671648025513e-01	-1.714082807302474976e-01	2.473046071827411652e-03	-2.086471021175384521e-01	3.453294634819030762e-01	-5.248070359230041504e-01
2.825340256094932556e-02	-1.014749184250831604e-01	-1.456782370805740356e-01	1.231373175978660583e-01	7.122190296649932861e-02	-2.710627615451812744e-01	-2.206546813249588013e-01	1.729747951030731201e-01	2.763373255729675293e-01	-1.345606744289398193e-01
2.476608306169509888e-01	-1.540535539388656616e-01	-2.039733380079269409e-01	2.195339053869247437e-01	-2.708088159561157227e-01	-2.866815924644470215e-01	-1.768272370100021362e-01	-1.819560974836349487e-01	1.341730356216430664e-02	1.526283919811248779e-01
3.418313711881637573e-02	-2.047486901283264160e-01	-2.042102664709091187e-01	2.142881900072097778e-01	-2.089851796627044678e-01	-1.333352625370025635e-01	8.390882052481174469e-03	-1.686328798532485962e-01	2.790946364402770996e-01	-4.246431887149810791e-01
1.187611296772956848e-01	1.760395914316177368e-01	8.097980171442031860e-02	4.151634871959686279e-02	-2.316063940525054932e-01	-1.988376304507255554e-02	-1.970954239368438721e-01	-2.381294220685958862e-02	9.718499332666397095e-02	2.163625359535217285e-01
-9.212060272693634033e-02	2.023179829120635986e-01	-9.973560227081179619e-04	2.859297394752502441e-01	1.353737562894821167e-01	-4.516948387026786804e-02	2.244215309619903564e-01	-3.734792768955230713e-02	4.062859117984771729e-01	-6.635582447052001953e-02
2.454164475202560425e-01	-1.618619114160537720e-01	-2.180195599794387817e-01	2.263740152120590210e-01	-2.949391901493072510e-01	-3.087957799434661865e-01	-1.848521828651428223e-01	-1.906459480524063110e-01	4.236770793795585632e-03	1.484903097152709961e-01
1.486281901597976685e-01	3.489462435245513916e-01	-5.045675635337829590e-01	-3.423285782337188721e-01	-1.588773727416992188e-02	-1.668467521667480469e-01	-1.167475208640098572e-01	-7.480575442314147949e-01	-2.682029902935028076e-01	2.370147779583930969e-02
-1.113503575325012207e-01	1.987937390804290771e-01	-3.129725158214569092e-02	1.306431889533996582e-01	-5.194700881838798523e-02	-5.056268535554409027e-03	1.688216477632522583e-01	-1.025006547570228577e-01	1.435701102018356323e-01	-4.644738975912332535e-03
2.347869277000427246e-01	-1.589741557836532593e-01	-2.106798291206359863e-01	2.409762591123580933e-01	-2.876552343368530273e-01	-3.154782354831695557e-01	-1.748896539211273193e-01	-1.606989055871963501e-01	2.494811080396175385e-02	1.697741746902465820e-01
1.982610672712326050e-01	-1.098043769598007202e-01	-1.616835296154022217e-01	1.794988065958023071e-01	-1.942357867956161499e-01	-2.297043502330780029e-01	-1.456901431083679199e-01	-1.480161547660827637e-01	2.517978660762310028e-02	1.347590237855911255e-01
4.498990997672080994e-02	-8.519249409437179565e-02	-1.289248466491699219e-01	1.297308057546615601e-01	6.692982465028762817e-02	-2.683285474777221680e-01	-2.212476879358291626e-01	1.898760646581649780e-01	2.710853815078735352e-01	-9.975610673427581787e-02
3.875103220343589783e-02	-9.157539904117584229e-02	-1.338967382907867432e-01	9.700113534927368164e-02	3.206488862633705139e-02	-2.387094646692276001e-01	-2.025117725133895874e-01	1.341128051280975342e-01	2.009350806474685669e-01	-8.715108036994934082e-02
-5.273891612887382507e-02	1.705108731985092163e-01	1.723669469356536865e-02	3.196432888507843018e-01	2.046490907669067383e-01	-4.760499298572540283e-02	1.876994818449020386e-01	-2.432385645806789398e-02	4.450099468231201172e-01	-4.814433678984642029e-02
2.335077673196792603e-01	-1.454061865806579590e-01	-1.971278190612792969e-01	2.070417553186416626e-01	-2.717990577220916748e-01	-3.047919571399688721e-01	-1.701623350381851196e-01	-1.563790440559387207e-01	-6.021888926625251770e-03	1.630989760160446167e-01
2.689860202372074127e-02	-2.253273129463195801e-01	-2.126515805721282959e-01	2.380423843860626221e-01	-2.058611065149307251e-01	-1.758562922477722168e-01	-3.532643243670463562e-02	-1.951390504837036133e-01	3.002226948738098145e-01	-4.645628333091735840e-01
1.351478099822998047e-01	2.549744248390197754e-01	-3.767298161983489990e-01	-2.447643429040908813e-01	-3.579670190811157227e-02	-1.370196938514709473e-01	-6.428915262222290039e-02	-5.685124397277832031e-01	-2.117085009813308716e-01	2.950125560164451599e-02
2.842906713485717773e-01	-1.968245804309844971e-01	-2.404933422803878784e-01	2.797937989234924316e-01	-3.277254700660705566e-01	-3.616878986358642578e-01	-2.121221572160720825e-01	-1.852541416883468628e-01	1.812273263931274414e-02	1.867811530828475952e-01
2.472399733960628510e-02	-1.882624030113220215e-01	-1.886128336191177368e-01	1.979435533285140991e-01	-2.036395519971847534e-01	-1.371688693761825562e-01	1.366042997688055038e-03	-1.648828089237213135e-01	2.739151418209075928e-01	-4.162159562110900879e-01
7.384888082742691040e-02	1.174170523881912231e-01	4.595436528325080872e-02	2.689404226839542389e-02	-1.527073979377746582e-01	-1.295502763241529465e-02	-1.278157979249954224e-01	-1.395541243255138397e-02	6.025632843375205994e-02	1.464992612600326538e-01
-1.576368361711502075e-01	3.035181462764739990e-01	-4.044842347502708435e-02	1.521383821964263916e-01	-5.565502494573593140e-02	6.454896647483110428e-03	2.536928057670593262e-01	-1.678456217050552368e-01	2.131171673536300659e-01	3.650362417101860046e-02
9.204678982496261597e-02	1.244923770427703857e-01	4.876361787319183350e-02	2.854415215551853180e-02	-1.744212955236434937e-01	-8.507026359438896179e-03	-1.392054110765457153e-01	-1.593546941876411438e-02	6.525491923093795776e-02	1.562052369117736816e-01
-1.978724151849746704e-01	3.653531074523925781e-01	-5.656558275222778320e-02	2.204212397336959839e-01	-8.589639514684677124e-02	1.774177327752113342e-02	3.213853240013122559e-01	-1.895536482334136963e-01	2.658764123916625977e-01	4.887095466256141663e-02
5.097179859876632690e-02	-1.291189044713973999e-01	-9.377030283212661743e-02	1.087105795741081238e-01	-1.086447909474372864e-01	-1.354687511920928955e-01	-7.343580573797225952e-02	-5.352333933115005493e-02	7.566475123167037964e-02	-9.725027531385421753e-02
1.041238903999328613e-01	2.737756967544555664e-01	-3.797254860401153564e-01	-2.663138210773468018e-01	-3.281371295452117920e-02	-1.331795305013656616e-01	-1.078006774187088013e-01	-6.208733916282653809e-01	-2.187385559082031250e-01	3.810158371925354004e-02
-8.469673246145248413e-02	-1.638903096318244934e-02	1.517563778907060623e-02	-2.600421383976936340e-02	-2.386801838874816895e-01	-2.278709709644317627e-01	-5.486960709095001221e-02	-2.631769776344299316e-01	-4.754189774394035339e-02	-1.618987470865249634e-01
1.120314076542854309e-01	2.498898804187774658e-01	-3.611674904823303223e-01	-2.545595169067382812e-01	-5.390651524066925049e-02	-1.566888839006423950e-01	-8.988224714994430542e-02	-5.911664366722106934e-01	-2.288618832826614380e-01	1.848841086030006409e-02
1.126540675759315491e-01	1.614401340484619141e-01	6.566610187292098999e-02	3.829312324523925781e-02	-2.157871872186660767e-01	-1.376946736127138138e-02	-1.825198829174041748e-01	-2.352875284850597382e-02	8.278371393680572510e-02	2.036856561899185181e-01
-7.536284625530242920e-02	5.925831571221351624e-02	6.997511535882949829e-02	-1.157648302614688873e-02	-5.840498581528663635e-02	2.897308673709630966e-03	3.855888172984123230e-02	-4.982515424489974976e-02	9.847928769886493683e-03	-2.261088415980339050e-02
1.226126775145530701e-01	1.759028732776641846e-01	8.658792078495025635e-02	4.503619670867919922e-02	-2.359486073255538940e-01	-2.116554602980613708e-02	-2.054473161697387695e-01	-2.971527166664600372e-02	8.706630766391754150e-02	2.233753502368927002e-01
9.790723770856857300e-02	1.440295875072479248e-01	6.325210630893707275e-02	2.803481556475162506e-02	-1.946951895952224731e-01	-1.356591656804084778e-02	-1.575777977705001831e-01	-2.040863595902919769e-02	7.659752666950225830e-02	1.889112144708633423e-01
1.058479398488998413e-01	2.511887252330780029e-01	-3.356272578239440918e-01	-2.508567869663238525e-01	-3.534607589244842529e-02	-1.434179246425628662e-01	-7.539697736501693726e-02	-5.493589043617248535e-01	-2.044482529163360596e-01	2.921133860945701599e-02
2.434953898191452026e-01	-1.565649062395095825e-01	-2.189506739377975464e-01	2.452213466167449951e-01	-3.036190271377563477e-01	-3.238428235054016113e-01	-1.985876560211181641e-01	-1.807016134262084961e-01	8.379041217267513275e-03	1.834547817707061768e-01
