1.570381522178649902e-01	-1.209560595452785492e-02	1.182764861732721329e-02
-1.313288882374763489e-02	4.965184628963470459e-02	-2.597578242421150208e-02
3.934804350137710571e-02	9.501198679208755493e-02	6.473229080438613892e-02
-1.200428139418363571e-02	-4.701217636466026306e-03	-5.231224745512008667e-02
1.041442677378654480e-01	-8.131342381238937378e-02	-2.313629025593400002e-03
4.865834116935729980e-02	1.124628260731697083e-01	6.787469983100891113e-02
6.252447515726089478e-02	-2.133272774517536163e-02	6.042019929736852646e-03
4.646113514900207520e-02	-5.502694100141525269e-02	1.298801228404045105e-02
1.062887907028198242e-02	-1.486565452069044113e-04	-7.862787693738937378e-03
7.330293208360671997e-02	-4.739962518215179443e-03	-1.025808602571487427e-02
-1.940789818763732910e-02	-2.975333668291568756e-02	-1.050188243389129639e-01
9.680174291133880615e-03	-1.650619320571422577e-02	-2.145146578550338745e-02
6.601876020431518555e-02	-2.369369752705097198e-02	4.738120362162590027e-03
-1.242562383413314819e-02	-1.396350748836994171e-02	-9.597422927618026733e-02
6.186144053936004639e-02	3.803374990820884705e-02	7.201834768056869507e-02
1.992553845047950745e-02	1.553406706079840660e-03	-6.835613399744033813e-02
1.070173084735870361e-01	-6.223348528146743774e-02	-2.307859947904944420e-03
1.108157262206077576e-01	-2.057631313800811768e-02	8.605467155575752258e-03
2.225114591419696808e-02	-3.869537031278014183e-03	-4.543516412377357483e-02
7.185978442430496216e-02	-3.985363990068435669e-02	2.116376347839832306e-02
6.306161731481552124e-02	6.657749414443969727e-03	6.549680605530738831e-03
-4.132027737796306610e-03	2.021325565874576569e-02	-4.237009212374687195e-02
1.497032493352890015e-02	-2.571179531514644623e-02	-2.229394949972629547e-02
2.245385386049747467e-02	3.612696751952171326e-02	-2.447036094963550568e-02
8.105751872062683105e-02	-5.719451978802680969e-02	2.822872251272201538e-02
-2.894153073430061340e-02	-1.086552068591117859e-02	-4.679579660296440125e-02
1.302271187305450439e-01	-6.037515029311180115e-02	1.832247152924537659e-02
1.049138382077217102e-01	-7.015033811330795288e-02	-3.815471427515149117e-03
-1.379957236349582672e-02	-6.908614188432693481e-03	-8.706542104482650757e-02
5.694262683391571045e-02	8.090458810329437256e-03	9.215702861547470093e-02
1.728397421538829803e-02	2.619039453566074371e-02	-3.924283757805824280e-02
6.190536916255950928e-02	5.777515470981597900e-03	9.159662574529647827e-02
4.290598630905151367e-02	1.702623814344406128e-02	-6.435341387987136841e-02
-4.903588443994522095e-03	-1.961198635399341583e-02	-1.458190940320491791e-02
9.293650090694427490e-02	2.340409159660339355e-02	2.079939935356378555e-03
-2.901675552129745483e-02	2.575383521616458893e-02	-1.484399102628231049e-02
1.350258141756057739e-01	-3.170763701200485229e-02	1.377784181386232376e-02
7.347083091735839844e-02	2.670752443373203278e-02	1.099704355001449585e-01
-1.987950177863240242e-03	1.604394242167472839e-02	-3.567971521988511086e-03
